Station Name,Street Address,City,State,ZIP,Station Phone,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level EVSE Num,EV DC Fast Count,EV Network,Latitude,Longitude,ID,EVConnectorTypes,Country,Access Code,Access Detail Code,Facility Type,EV Pricing
JF5 Station C,2111  NE 25th Ave,Hillsboro,OR,97124,855-443-3873,Private,Unknown,Unknown,0,1,0,GE WattStation,45.54136229,-122.962432,72958,J1772,US,Private,,,"$0.08 per kWh, first 5 minutes free, minimum payment of $0.50"
RA4 Station B,2501  NW 229th Ave,Hillsboro,OR,97124,855-443-3873,Private,Unknown,Unknown,0,1,0,GE WattStation,45.54050882,-122.9161207,72962,J1772,US,Private,,,"$0.08 per kWh, first 5 minutes free, minimum payment of $0.50"
Park 3 Station D,2501  NW 229th Ave,Hillsboro,OR,97124,855-443-3873,Private,Unknown,Unknown,0,1,0,GE WattStation,45.54030874,-122.9140581,72972,J1772,US,Private,,,"$0.08 per kWh, first 5 minutes free, minimum payment of $0.50"
Park 3 Station A,2501  NW 229th Ave,Hillsboro,OR,97124,855-443-3873,Private,Unknown,Unknown,0,1,0,GE WattStation,45.54024769,-122.9142579,72976,J1772,US,Private,,,"$0.08 per kWh, first 5 minutes free, minimum payment of $0.50"
Park 3 Station C,2501  NW 229th Ave,Hillsboro,OR,97124,855-443-3873,Private,Unknown,Unknown,0,1,0,GE WattStation,45.54027587,-122.9141171,72977,J1772,US,Private,,,"$0.08 per kWh, first 5 minutes free, minimum payment of $0.50"
RA4 Station D,2501  NW 229th Ave,Hillsboro,OR,97124,855-443-3873,Private,Unknown,Unknown,0,1,0,GE WattStation,45.54056142,-122.9158739,72990,J1772,US,Private,,,"$0.08 per kWh, first 5 minutes free, minimum payment of $0.50"
RA2 Station E,2501  NW 229th Ave,Hillsboro,OR,97124,855-443-3873,Private,Unknown,Unknown,0,1,0,GE WattStation,45.54578744,-122.911708,73009,J1772,US,Private,,,"$0.08 per kWh, first 5 minutes free, minimum payment of $0.50"
RA2 Station F,2501  NW 229th Ave,Hillsboro,OR,97124,855-443-3873,Private,Unknown,Unknown,0,1,0,GE WattStation,45.54601616,-122.9117137,73011,J1772,US,Private,,,"$0.08 per kWh, first 5 minutes free, minimum payment of $0.50"
Park 3 Station B,2501  NW 229th Ave,Hillsboro,OR,97124,855-443-3873,Private,Unknown,Unknown,0,1,0,GE WattStation,45.54025708,-122.9141976,73022,J1772,US,Private,,,"$0.08 per kWh, first 5 minutes free, minimum payment of $0.50"
RA2 Station A,2501  NW 229th Ave,Hillsboro,OR,97124,855-443-3873,Private,Unknown,Unknown,0,1,0,GE WattStation,45.54584628,-122.9117041,73038,J1772,US,Private,,,"$0.08 per kWh, first 5 minutes free, minimum payment of $0.50"
RA2 Station D,2501  NW 229th Ave,Hillsboro,OR,97124,855-443-3873,Private,Unknown,Unknown,0,1,0,GE WattStation,45.54596289,-122.9117026,73039,J1772,US,Private,,,"$0.08 per kWh, first 5 minutes free, minimum payment of $0.50"
Park 3 Station F,2501  NW 229th Ave,Hillsboro,OR,97124,855-443-3873,Private,Unknown,Unknown,0,1,0,GE WattStation,45.54033974,-122.9139052,73045,J1772,US,Private,,,"$0.08 per kWh, first 5 minutes free, minimum payment of $0.50"
RA2 Station B,2501  NW 229th Ave,Hillsboro,OR,97124,855-443-3873,Private,Unknown,Unknown,0,1,0,GE WattStation,45.54603788,-122.9117262,73047,J1772,US,Private,,,"$0.08 per kWh, first 5 minutes free, minimum payment of $0.50"
Park 3 Station E,2501  NW 229th Ave,Hillsboro,OR,97124,855-443-3873,Private,Unknown,Unknown,0,1,0,GE WattStation,45.54031908,-122.9139776,73054,J1772,US,Private,,,"$0.08 per kWh, first 5 minutes free, minimum payment of $0.50"
RA2 Station C,2501  NW 229th Ave,Hillsboro,OR,97124,855-443-3873,Private,Unknown,Unknown,0,1,0,GE WattStation,45.54595733,-122.9116085,73057,J1772,US,Private,,,"$0.08 per kWh, first 5 minutes free, minimum payment of $0.50"
RA4 Station C,2501  NW 229th Ave,Hillsboro,OR,97124,855-443-3873,Private,Unknown,Unknown,0,1,0,GE WattStation,45.54059524,-122.9158096,73068,J1772,US,Private,,,"$0.08 per kWh, first 5 minutes free, minimum payment of $0.50"
Park 3 Station G,2501  NW 229th Ave,Hillsboro,OR,97124,855-443-3873,Private,Unknown,Unknown,0,1,0,GE WattStation,45.54038671,-122.9138113,73070,J1772,US,Private,,,"$0.08 per kWh, first 5 minutes free, minimum payment of $0.50"
RA4 station A,2501  NW 229th Ave,Hillsboro,OR,97124,855-443-3873,Private,Unknown,Unknown,0,1,0,GE WattStation,45.54040362,-122.9163889,73088,J1772,US,Private,,,"$0.08 per kWh, first 5 minutes free, minimum payment of $0.50"
HIGHLANDCHEVRON,993 Lawson Ave,Woodburn,OR,97071,888-758-4389,Public,24 hours daily,Unknown,0,4,0,ChargePoint Network,45.1506,-122.878033,73276,J1772,US,Public,,,"$0.39 per hour, $0.5 per session"
Halsey - Pioneer Villa Truck Plaza,33180 Highway 228,Halsey,OR,97348,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,44.388302,-123.064601,73406,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Halsey - Pioneer Villa Truck Plaza,33180 Highway 228,Halsey,OR,97348,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,44.388302,-123.064601,73406,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Cottage Grove - Vintage Inn Restaurant,1570 Gateway Blvd,Cottage Grove,OR,97424,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,43.804346,-123.045188,73407,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Cottage Grove - Vintage Inn Restaurant,1570 Gateway Blvd,Cottage Grove,OR,97424,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,43.804346,-123.045188,73407,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Grants Pass - Grants Pass Chamber of Commerce,1995 NW Vine Street,Grants Pass,OR,97528,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,42.461886,-123.322942,73408,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Grants Pass - Grants Pass Chamber of Commerce,1995 NW Vine Street,Grants Pass,OR,97528,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,42.461886,-123.322942,73408,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
McKenzie Bridge - Blue Sky Market,91808 Mill Creek Road,McKenzie Bridge,OR,97413,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,44.173131,-122.221159,73409,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
McKenzie Bridge - Blue Sky Market,91808 Mill Creek Road,McKenzie Bridge,OR,97413,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,44.173131,-122.221159,73409,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Sisters - Sisters Mainline Station,1001 West Railway Ave,Sisters,OR,97759,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,44.297746,-121.562018,73410,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Sisters - Sisters Mainline Station,1001 West Railway Ave,Sisters,OR,97759,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,44.297746,-121.562018,73410,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Hood River - City of Hood River Public Parking Lot,607 Columbia Street,Hood River,OR,97031,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,45.710116,-121.516401,73411,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Hood River - City of Hood River Public Parking Lot,607 Columbia Street,Hood River,OR,97031,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,45.710116,-121.516401,73411,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Detroit - Mountain High Grocery,245 N Detroit Ave,Detroit,OR,97342,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,44.733181,-122.150001,73414,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Detroit - Mountain High Grocery,245 N Detroit Ave,Detroit,OR,97342,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,44.733181,-122.150001,73414,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Astoria - Sunset Empire Transit District,900 Marine Drive,Astoria,OR,97103,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,46.190172,-123.833328,73416,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Astoria - Sunset Empire Transit District,900 Marine Drive,Astoria,OR,97103,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,46.190172,-123.833328,73416,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Newberg - Chevron,3745 East Portland Road,Newberg,OR,97132,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,45.30867,-122.941716,73417,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Newberg - Chevron,3745 East Portland Road,Newberg,OR,97132,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,45.30867,-122.941716,73417,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Banks - Jim's Thriftway,660 Main Street Suite A,Banks,OR,97106,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,45.61007,-123.11286,73418,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Florence - Three Rivers Casino,5647 Highway 126,Florence,OR,97439,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,43.976542,-124.087455,73419,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Florence - Three Rivers Casino,5647 Highway 126,Florence,OR,97439,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,43.976542,-124.087455,73419,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Scappoose - Fred Meyer,51501 Columbia River Highway,Scappoose,OR,97056,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,45.741826,-122.877316,73420,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Scappoose - Fred Meyer,51501 Columbia River Highway,Scappoose,OR,97056,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,45.741826,-122.877316,73420,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
McMinnville - Oregon Mutual Insurance,410 NE Baker ST,McMinnville,OR,97128,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,45.210788,-123.197763,73421,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
McMinnville - Oregon Mutual Insurance,410 NE Baker ST,McMinnville,OR,97128,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,45.210788,-123.197763,73421,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Mill City - Mountain Edge Café,320 NW Santiam Blvd,Mill City,OR,97360,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,44.756895,-122.480022,73422,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Mill City - Mountain Edge Café,320 NW Santiam Blvd,Mill City,OR,97360,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,44.756895,-122.480022,73422,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Welches - Barlow Trail Roadhouse,69580 East Highway 26,Welches,OR,97067,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,45.344393,-121.947981,73423,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Welches - Barlow Trail Roadhouse,69580 East Highway 26,Welches,OR,97067,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,45.344393,-121.947981,73423,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Lincoln City - Lincoln City Cultural Center,540 U.S. 101,Lincoln City,OR,97367,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,44.970156,-124.014111,73424,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Lincoln City - Lincoln City Cultural Center,540 U.S. 101,Lincoln City,OR,97367,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,44.970156,-124.014111,73424,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
City of Cascade Locks Public Parking Lot,95 N.E. Wa Na Pa,Cascade Locks,OR,97014,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,45.67071,-121.88823,73425,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
City of Cascade Locks Public Parking Lot,95 N.E. Wa Na Pa,Cascade Locks,OR,97014,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,45.67071,-121.88823,73425,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Yachats - Yachats City Hall,441 Highway 101 N,Yachats,OR,97498,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,44.312715,-124.105434,73426,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Yachats - Yachats City Hall,441 Highway 101 N,Yachats,OR,97498,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,44.312715,-124.105434,73426,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Elkton - Brandborg Winery,345 First St,Elkton,OR,97436,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,43.63635,-123.565872,73427,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Elkton - Brandborg Winery,345 First St,Elkton,OR,97436,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,43.63635,-123.565872,73427,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Warm Springs - Indian Head Casino,3236 US 26,Warm Springs,OR,97761,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,44.76316,-121.25056,73428,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Warm Springs - Indian Head Casino,3236 US 26,Warm Springs,OR,97761,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,44.76316,-121.25056,73428,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Reedsport - Recreation Station,1575 Highway 101 S,Reedsport,OR,97467,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,43.697984,-124.112514,73429,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Reedsport - Recreation Station,1575 Highway 101 S,Reedsport,OR,97467,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,43.697984,-124.112514,73429,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Monmouth - Dairy Queen,320 Pacific Ave South,Monmouth,OR,97361,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,44.846196,-123.229619,73430,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Monmouth - Dairy Queen,320 Pacific Ave South,Monmouth,OR,97361,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,44.846196,-123.229619,73430,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Spirit Mountain Casino Service Station,26820 Salmon River Highway,Grand Ronde,OR,97347,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,45.060267,-123.57813,73432,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Spirit Mountain Casino Service Station,26820 Salmon River Highway,Grand Ronde,OR,97347,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,45.060267,-123.57813,73432,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Veneta - Veneta Park n' Ride,88184 Territorial Road,Veneta,OR,97487,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,44.051007,-123.351922,73434,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Veneta - Veneta Park n' Ride,88184 Territorial Road,Veneta,OR,97487,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,44.051007,-123.351922,73434,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Tillamook - Fred Meyer,2500 N Main St,Tillamook,OR,97141,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,45.474795,-123.845554,73436,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Tillamook - Fred Meyer,2500 N Main St,Tillamook,OR,97141,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,45.474795,-123.845554,73436,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Cannon Beach - Cannon Beach RV Resort,340 Elk Creek Road,Cannon Beach,OR,97110,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,45.890201,-123.954666,73438,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Cannon Beach - Cannon Beach RV Resort,340 Elk Creek Road,Cannon Beach,OR,97110,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,45.890201,-123.954666,73438,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Coos Bay -Fred Meyer,1020 1st St,Coos Bay,OR,97420,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,43.357193,-124.211286,73439,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Coos Bay -Fred Meyer,1020 1st St,Coos Bay,OR,97420,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,43.357193,-124.211286,73439,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Albany - Chevron,33157 Highway 34 SE,Albany,OR,97322,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,44.556383,-123.066374,73440,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Albany - Chevron,33157 Highway 34 SE,Albany,OR,97322,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,44.556383,-123.066374,73440,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Redmond - Fred Meyer,944 SW Veterans Way,Redmond,OR,97756,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,44.2677,-121.176818,73441,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Redmond - Fred Meyer,944 SW Veterans Way,Redmond,OR,97756,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,44.2677,-121.176818,73441,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Westport - Berry Patch,49289 US 30,Westport,OR,97016,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,46.130686,-123.373559,73442,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Westport - Berry Patch,49289 US 30,Westport,OR,97016,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,46.130686,-123.373559,73442,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
The Dalles - Fred Meyer,1215 W 6th St,The Dalles,OR,97058,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,45.606773,-121.199696,73443,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
The Dalles - Fred Meyer,1215 W 6th St,The Dalles,OR,97058,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,45.606773,-121.199696,73443,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Government Camp - Ski Bowl West,87000 East Highway 26,Government Camp,OR,97028,888-833-2148,Public,24 hours daily,Unknown,0,0,1,Webasto,45.30191,-121.7733,73444,CHADEMO,US,Public,,,DC Fast: $7.50 per session or $19.99 for monthly plan
Government Camp - Ski Bowl West,87000 East Highway 26,Government Camp,OR,97028,888-833-2148,Public,24 hours daily,Unknown,0,1,0,Webasto,45.30191,-121.7733,73444,J1772,US,Public,,,Level 2: $4 per session or $19.99 for monthly plan
Jim Sigel Automotive Center,1601 NE 7th St,Grants Pass,OR,97526,541-237-6052,Public - Call ahead,Dealership business hours,Unknown,0,1,0,Non-Networked,42.455987,-123.320245,73472,J1772,US,Public,CALL,CAR_DEALER,No Fee
7 FEATHERS TRUC,130 Creekside Rd,Canyonville,OR,97417,888-758-4389,Public,24 hours daily,Unknown,0,0,1,ChargePoint Network,42.9400488,-123.2901897,73729,CCS,US,Public,,,"$0.04 per hour, $0.1 per kWh"
Hyland Estates,20980 NE Niederberger Rd,Dundee,OR,97115,503-554-4200,Public,24 hours daily,Unknown,0,1,0,Non-Networked,45.268996,-123.020986,73759,J1772,US,Public,,BREWERY_DISTILLERY_WINERY,Unknown
HASSALO GARAGE,1061 NE 9th Ave,Portland,OR,97232,888-758-4389,Public,24 hours daily,Unknown,0,4,0,ChargePoint Network,45.530679,-122.65685,73916,J1772,US,Public,,,"$0.21 per kWh, minimum payment of $0.21"
Madras City Hall,71 SE D St,Madras,OR,97741,541-475-2344  855-885-9571,Public,24 hours daily,Unknown,0,0,1,OpConnect,44.633203,-121.12825,74212,CHADEMO,US,Public,,MUNI_GOV,DC fast: $10 per session
Madras City Hall,71 SE D St,Madras,OR,97741,541-475-2344  855-885-9571,Public,24 hours daily,Unknown,0,1,0,OpConnect,44.633203,-121.12825,74212,J1772,US,Public,,MUNI_GOV,Level 2: $2.10 per hour; 
Madras City Hall,71 SE D St,Madras,OR,97741,541-475-2344  855-885-9571,Public,24 hours daily,Unknown,0,0,1,OpConnect,44.633203,-121.12825,74212,CCS,US,Public,,MUNI_GOV,DC fast: $10 per session
ALOFT HOTEL,9920 NE Cascades Pkwy,Portland,OR,97220,888-758-4389,Public,24 hours daily,Unknown,0,0,1,ChargePoint Network,45.5732115,-122.5612776,74696,CCS,US,Public,,,"Pricing is based on length of time and kWh used. $0 per hour, and $0.05 per additional hour, $0.18 per kWh"
STADIUM,2121 W Burnside St,Portland,OR,97210,888-758-4389,Public,24 hours daily,Unknown,0,2,0,ChargePoint Network,45.5238547,-122.69492,74705,J1772,US,Public,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 2 hours, and $3 per additional hour, $0.2 per kWh"
